,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,Age_y,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS,G_x,G_y,Lg_x,Lg_y,MP_x,MP_y,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos_x,Pos_y,STL,STL%,Season,TOV,TOV%,TRB,TRB%,TS%,Tm_x,Tm_y,USG%,Unnamed: 100_x,Unnamed: 100_y,Unnamed: 101_x,Unnamed: 101_y,Unnamed: 102_x,Unnamed: 102_y,Unnamed: 103_x,Unnamed: 103_y,Unnamed: 104_x,Unnamed: 104_y,Unnamed: 105_x,Unnamed: 105_y,Unnamed: 106_x,Unnamed: 106_y,Unnamed: 107_x,Unnamed: 107_y,Unnamed: 108_x,Unnamed: 108_y,Unnamed: 109_x,Unnamed: 109_y,Unnamed: 110_x,Unnamed: 110_y,Unnamed: 111_x,Unnamed: 111_y,Unnamed: 112_x,Unnamed: 112_y,Unnamed: 113_x,Unnamed: 113_y,Unnamed: 114_x,Unnamed: 114_y,Unnamed: 115_x,Unnamed: 115_y,Unnamed: 116,Unnamed: 116_x,Unnamed: 116_y,Unnamed: 117,Unnamed: 117_x,Unnamed: 117_y,Unnamed: 118,Unnamed: 118_x,Unnamed: 118_y,Unnamed: 119,Unnamed: 119_x,Unnamed: 119_y,Unnamed: 120_x,Unnamed: 120_y,Unnamed: 121_x,Unnamed: 121_y,Unnamed: 122_x,Unnamed: 122_y,Unnamed: 123_x,Unnamed: 123_y,Unnamed: 124_x,Unnamed: 124_y,Unnamed: 125_x,Unnamed: 125_y,Unnamed: 126_x,Unnamed: 126_y,Unnamed: 127_x,Unnamed: 127_y,Unnamed: 128_x,Unnamed: 128_y,Unnamed: 129_x,Unnamed: 129_y,Unnamed: 130_x,Unnamed: 130_y,Unnamed: 131_x,Unnamed: 131_y,Unnamed: 132_x,Unnamed: 132_y,Unnamed: 133_x,Unnamed: 133_y,Unnamed: 134_x,Unnamed: 134_y,Unnamed: 135_x,Unnamed: 135_y,Unnamed: 136_x,Unnamed: 136_y,Unnamed: 137_x,Unnamed: 137_y,Unnamed: 138_x,Unnamed: 138_y,Unnamed: 139_x,Unnamed: 139_y,Unnamed: 140_x,Unnamed: 140_y,Unnamed: 141_x,Unnamed: 141_y,Unnamed: 142_x,Unnamed: 142_y,Unnamed: 143_x,Unnamed: 143_y,Unnamed: 144_x,Unnamed: 144_y,Unnamed: 145,Unnamed: 145_x,Unnamed: 145_y,Unnamed: 146,Unnamed: 146_x,Unnamed: 146_y,Unnamed: 147,Unnamed: 147_x,Unnamed: 147_y,Unnamed: 148,Unnamed: 148_x,Unnamed: 148_y,Unnamed: 149,Unnamed: 149_x,Unnamed: 149_y,Unnamed: 150_x,Unnamed: 150_y,Unnamed: 151_x,Unnamed: 151_y,Unnamed: 152_x,Unnamed: 152_y,Unnamed: 153_x,Unnamed: 153_y,Unnamed: 154_x,Unnamed: 154_y,Unnamed: 155_x,Unnamed: 155_y,Unnamed: 156_x,Unnamed: 156_y,Unnamed: 157_x,Unnamed: 157_y,Unnamed: 158_x,Unnamed: 158_y,Unnamed: 159_x,Unnamed: 159_y,Unnamed: 160_x,Unnamed: 160_y,Unnamed: 161_x,Unnamed: 161_y,Unnamed: 162_x,Unnamed: 162_y,Unnamed: 163_x,Unnamed: 163_y,Unnamed: 164_x,Unnamed: 164_y,Unnamed: 165_x,Unnamed: 165_y,Unnamed: 166_x,Unnamed: 166_y,Unnamed: 167_x,Unnamed: 167_y,Unnamed: 168_x,Unnamed: 168_y,Unnamed: 169_x,Unnamed: 169_y,Unnamed: 170_x,Unnamed: 170_y,Unnamed: 171_x,Unnamed: 171_y,Unnamed: 172_x,Unnamed: 172_y,Unnamed: 173_x,Unnamed: 173_y,Unnamed: 174,Unnamed: 174_x,Unnamed: 174_y,Unnamed: 175,Unnamed: 175_x,Unnamed: 175_y,Unnamed: 176,Unnamed: 176_x,Unnamed: 176_y,Unnamed: 177,Unnamed: 177_x,Unnamed: 177_y,Unnamed: 178,Unnamed: 178_x,Unnamed: 178_y,Unnamed: 179,Unnamed: 179_x,Unnamed: 179_y,Unnamed: 180_x,Unnamed: 180_y,Unnamed: 181_x,Unnamed: 181_y,Unnamed: 182_x,Unnamed: 182_y,Unnamed: 183_x,Unnamed: 183_y,Unnamed: 184_x,Unnamed: 184_y,Unnamed: 185_x,Unnamed: 185_y,Unnamed: 186_x,Unnamed: 186_y,Unnamed: 187_x,Unnamed: 187_y,Unnamed: 188_x,Unnamed: 188_y,Unnamed: 189_x,Unnamed: 189_y,Unnamed: 19,Unnamed: 190_x,Unnamed: 190_y,Unnamed: 191_x,Unnamed: 191_y,Unnamed: 192_x,Unnamed: 192_y,Unnamed: 193_x,Unnamed: 193_y,Unnamed: 194_x,Unnamed: 194_y,Unnamed: 195_x,Unnamed: 195_y,Unnamed: 196_x,Unnamed: 196_y,Unnamed: 197_x,Unnamed: 197_y,Unnamed: 198_x,Unnamed: 198_y,Unnamed: 199_x,Unnamed: 199_y,Unnamed: 200_x,Unnamed: 200_y,Unnamed: 201_x,Unnamed: 201_y,Unnamed: 202_x,Unnamed: 202_y,Unnamed: 203,Unnamed: 203_x,Unnamed: 203_y,Unnamed: 204,Unnamed: 204_x,Unnamed: 204_y,Unnamed: 205,Unnamed: 205_x,Unnamed: 205_y,Unnamed: 206,Unnamed: 206_x,Unnamed: 206_y,Unnamed: 207,Unnamed: 207_x,Unnamed: 207_y,Unnamed: 208,Unnamed: 208_x,Unnamed: 208_y,Unnamed: 209,Unnamed: 209_x,Unnamed: 209_y,Unnamed: 210_x,Unnamed: 210_y,Unnamed: 211_x,Unnamed: 211_y,Unnamed: 212_x,Unnamed: 212_y,Unnamed: 213_x,Unnamed: 213_y,Unnamed: 214_x,Unnamed: 214_y,Unnamed: 215_x,Unnamed: 215_y,Unnamed: 216_x,Unnamed: 216_y,Unnamed: 217_x,Unnamed: 217_y,Unnamed: 218_x,Unnamed: 218_y,Unnamed: 219_x,Unnamed: 219_y,Unnamed: 220_x,Unnamed: 220_y,Unnamed: 221_x,Unnamed: 221_y,Unnamed: 222_x,Unnamed: 222_y,Unnamed: 223_x,Unnamed: 223_y,Unnamed: 224_x,Unnamed: 224_y,Unnamed: 225_x,Unnamed: 225_y,Unnamed: 226_x,Unnamed: 226_y,Unnamed: 227_x,Unnamed: 227_y,Unnamed: 228_x,Unnamed: 228_y,Unnamed: 229_x,Unnamed: 229_y,Unnamed: 230_x,Unnamed: 230_y,Unnamed: 231_x,Unnamed: 231_y,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 24,Unnamed: 29,Unnamed: 30_x,Unnamed: 30_y,Unnamed: 31_x,Unnamed: 31_y,Unnamed: 32_x,Unnamed: 32_y,Unnamed: 33_x,Unnamed: 33_y,Unnamed: 34_x,Unnamed: 34_y,Unnamed: 35_x,Unnamed: 35_y,Unnamed: 36_x,Unnamed: 36_y,Unnamed: 37_x,Unnamed: 37_y,Unnamed: 38_x,Unnamed: 38_y,Unnamed: 39_x,Unnamed: 39_y,Unnamed: 40_x,Unnamed: 40_y,Unnamed: 41_x,Unnamed: 41_y,Unnamed: 42_x,Unnamed: 42_y,Unnamed: 43_x,Unnamed: 43_y,Unnamed: 44_x,Unnamed: 44_y,Unnamed: 45_x,Unnamed: 45_y,Unnamed: 46_x,Unnamed: 46_y,Unnamed: 47_x,Unnamed: 47_y,Unnamed: 48_x,Unnamed: 48_y,Unnamed: 49_x,Unnamed: 49_y,Unnamed: 50_x,Unnamed: 50_y,Unnamed: 51_x,Unnamed: 51_y,Unnamed: 52_x,Unnamed: 52_y,Unnamed: 53_x,Unnamed: 53_y,Unnamed: 54_x,Unnamed: 54_y,Unnamed: 55_x,Unnamed: 55_y,Unnamed: 56_x,Unnamed: 56_y,Unnamed: 57_x,Unnamed: 57_y,Unnamed: 58_x,Unnamed: 58_y,Unnamed: 59_x,Unnamed: 59_y,Unnamed: 60_x,Unnamed: 60_y,Unnamed: 61_x,Unnamed: 61_y,Unnamed: 62_x,Unnamed: 62_y,Unnamed: 63_x,Unnamed: 63_y,Unnamed: 64_x,Unnamed: 64_y,Unnamed: 65_x,Unnamed: 65_y,Unnamed: 66_x,Unnamed: 66_y,Unnamed: 67_x,Unnamed: 67_y,Unnamed: 68_x,Unnamed: 68_y,Unnamed: 69_x,Unnamed: 69_y,Unnamed: 70_x,Unnamed: 70_y,Unnamed: 71_x,Unnamed: 71_y,Unnamed: 72_x,Unnamed: 72_y,Unnamed: 73_x,Unnamed: 73_y,Unnamed: 74_x,Unnamed: 74_y,Unnamed: 75_x,Unnamed: 75_y,Unnamed: 76_x,Unnamed: 76_y,Unnamed: 77_x,Unnamed: 77_y,Unnamed: 78_x,Unnamed: 78_y,Unnamed: 79_x,Unnamed: 79_y,Unnamed: 80_x,Unnamed: 80_y,Unnamed: 81_x,Unnamed: 81_y,Unnamed: 82_x,Unnamed: 82_y,Unnamed: 83_x,Unnamed: 83_y,Unnamed: 84_x,Unnamed: 84_y,Unnamed: 85_x,Unnamed: 85_y,Unnamed: 86_x,Unnamed: 86_y,Unnamed: 87_x,Unnamed: 87_y,Unnamed: 88_x,Unnamed: 88_y,Unnamed: 89_x,Unnamed: 89_y,Unnamed: 90_x,Unnamed: 90_y,Unnamed: 91_x,Unnamed: 91_y,Unnamed: 92_x,Unnamed: 92_y,Unnamed: 93_x,Unnamed: 93_y,Unnamed: 94_x,Unnamed: 94_y,Unnamed: 95_x,Unnamed: 95_y,Unnamed: 96_x,Unnamed: 96_y,Unnamed: 97_x,Unnamed: 97_y,Unnamed: 98_x,Unnamed: 98_y,Unnamed: 99_x,Unnamed: 99_y,VORP,WS,WS/48,eFG%
220,519,0.465,1116,62,0.315,197,0.152,468,28.3,31.0,31.0,13,0.4,0.4,-1.2,170,7.1,1.7,581,0.442,1313,485,0.795,610,0.46,64.0,65,50,NBA,NBA,2761,2121,1.6,23,0.9,2.9,18.4,95,1709,Allen Iverson,SG-PG,SG,123,2.1,2006-07,268,15.1,193,4.0,0.545,TOT,DEN,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.6,0.105,0.466
221,139,0.444,313,12,0.226,53,0.15,109,29.6,31.0,31.0,1,0.3,0.8,-1.5,34,6.9,2.2,151,0.413,366,154,0.885,174,0.465,15.0,15,65,NBA,NBA,640,2761,2.2,7,1.0,4.0,19.6,21,468,Allen Iverson,PG,SG-PG,33,2.2,2006-07,66,14.5,41,4.0,0.54,PHI,TOT,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,6.2,0.10800000000000001,0.429
222,139,0.444,313,12,0.226,53,0.145,109,34.0,31.0,31.0,1,0.1,2.0,-2.2,34,6.4,0.5,151,0.413,366,154,0.885,174,0.475,15.0,15,15,NBA,NBA,640,640,4.1,7,1.3,1.0,23.5,21,468,Allen Iverson,PG,PG,33,2.7,2006-07,66,13.0,41,3.8,0.529,PHI,PHI,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.6,0.11900000000000001,0.429
223,139,0.444,313,12,0.226,53,0.152,109,28.3,31.0,31.0,1,0.4,0.4,-1.2,34,7.1,1.7,151,0.413,366,154,0.885,174,0.46,15.0,15,50,NBA,NBA,640,2121,1.6,7,0.9,2.9,18.4,21,468,Allen Iverson,PG,SG,33,2.1,2006-07,66,15.1,41,4.0,0.545,PHI,DEN,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.6,0.105,0.429
224,380,0.473,803,50,0.34700000000000003,144,0.15,359,29.6,31.0,31.0,12,0.3,0.8,-1.5,136,6.9,2.2,430,0.45399999999999996,947,331,0.759,436,0.465,49.0,50,65,NBA,NBA,2121,2761,2.2,16,1.0,4.0,19.6,74,1241,Allen Iverson,SG,SG-PG,90,2.2,2006-07,202,14.5,152,4.0,0.54,DEN,TOT,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,6.2,0.10800000000000001,0.48
225,380,0.473,803,50,0.34700000000000003,144,0.145,359,34.0,31.0,31.0,12,0.1,2.0,-2.2,136,6.4,0.5,430,0.45399999999999996,947,331,0.759,436,0.475,49.0,50,15,NBA,NBA,2121,640,4.1,16,1.3,1.0,23.5,74,1241,Allen Iverson,SG,PG,90,2.7,2006-07,202,13.0,152,3.8,0.529,DEN,PHI,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.6,0.11900000000000001,0.48
226,380,0.473,803,50,0.34700000000000003,144,0.152,359,28.3,31.0,31.0,12,0.4,0.4,-1.2,136,7.1,1.7,430,0.45399999999999996,947,331,0.759,436,0.46,49.0,50,50,NBA,NBA,2121,2121,1.6,16,0.9,2.9,18.4,74,1241,Allen Iverson,SG,SG,90,2.1,2006-07,202,15.1,152,4.0,0.545,DEN,DEN,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.6,0.105,0.48
227,617,0.48200000000000004,1281,95,0.345,275,0.177,586,27.4,32.0,32.0,12,0.2,1.6,-1.9,196,6.1,2.8,712,0.45799999999999996,1556,645,0.809,797,0.512,82.0,82,82,NBA,NBA,3424,3424,3.5,47,1.5,8.9,20.9,109,2164,Allen Iverson,SG,SG,160,2.2,2007-08,245,11.4,243,3.8,0.5670000000000001,DEN,DEN,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,11.6,0.163,0.488
228,320,0.435,735,28,0.28300000000000003,99,0.11900000000000001,283,23.1,33.0,33.0,6,0.2,-0.7,-0.7,143,8.2,1.9,348,0.41700000000000004,834,271,0.7809999999999999,347,0.41600000000000004,53.0,57,57,NBA,NBA,2093,2093,0.0,30,1.7,0.9,15.8,86,995,Allen Iverson,PG-SG,PG-SG,88,2.3,2008-09,146,12.9,173,4.9,0.504,TOT,TOT,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,2.9,0.066,0.434
229,320,0.435,735,28,0.28300000000000003,99,0.2,283,25.9,33.0,33.0,6,0.6,-3.5,-3.2,143,4.6,0.1,348,0.41700000000000004,834,271,0.7809999999999999,347,0.625,53.0,57,3,NBA,NBA,2093,123,-0.3,30,2.9,0.2,15.2,86,995,Allen Iverson,PG-SG,SG,88,1.2,2008-09,146,16.4,173,3.8,0.5489999999999999,TOT,DEN,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2,0.087,0.434
230,320,0.435,735,28,0.28300000000000003,99,0.115,283,23.0,33.0,33.0,6,0.2,-0.5,-0.5,143,8.4,1.9,348,0.41700000000000004,834,271,0.7809999999999999,347,0.406,53.0,57,54,NBA,NBA,2093,1970,0.0,30,1.6,0.8,15.9,86,995,Allen Iverson,PG-SG,PG,88,2.4,2008-09,146,12.7,173,5.0,0.502,TOT,DET,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,2.7,0.065,0.434
231,16,0.5,32,2,0.25,8,0.11900000000000001,20,23.1,33.0,33.0,1,0.2,-0.7,-0.7,5,8.2,1.9,18,0.45,40,18,0.72,25,0.41600000000000004,3.0,3,57,NBA,NBA,123,2093,0.0,3,1.7,0.9,15.8,3,56,Allen Iverson,SG,PG-SG,3,2.3,2008-09,10,12.9,8,4.9,0.504,DEN,TOT,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,2.9,0.066,0.475
232,16,0.5,32,2,0.25,8,0.2,20,25.9,33.0,33.0,1,0.6,-3.5,-3.2,5,4.6,0.1,18,0.45,40,18,0.72,25,0.625,3.0,3,3,NBA,NBA,123,123,-0.3,3,2.9,0.2,15.2,3,56,Allen Iverson,SG,SG,3,1.2,2008-09,10,16.4,8,3.8,0.5489999999999999,DEN,DEN,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2,0.087,0.475
233,16,0.5,32,2,0.25,8,0.115,20,23.0,33.0,33.0,1,0.2,-0.5,-0.5,5,8.4,1.9,18,0.45,40,18,0.72,25,0.406,3.0,3,54,NBA,NBA,123,1970,0.0,3,1.6,0.8,15.9,3,56,Allen Iverson,SG,PG,3,2.4,2008-09,10,12.7,8,5.0,0.502,DEN,DET,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,2.7,0.065,0.475
